,,,,,,,,,,,,,,,,,,,,,,,
Template ID,Meta Template Name,Library,Message Name,Category,Treatment,Objection,Trigger,Day,Header Type,Header Text,Meta Approved Body,CTA Type,CTA Value,Media Type,Media Asset ID,Variable Mapping,Objective,AI Personalization Inputs,AI Writing Rules,Workflow Exit Condition,Internal Notes,Meta Templates,Meta Mapping
MKT-L5-CB-FEAR-02,mkt_l5_cb_fear_durability_v1,Library 5,Will It Last?,Marketing,Crowns / Bridges,Fear,No Response After Message 1,Day 5,Video,Blank,"""What if my {{5}} comes off or breaks?""

Hi {{4}},

Many patients wonder about this before treatment.

During your visit, Dr. {{2}} will explain how your restoration is planned, fitted and cared for, along with the factors that help it perform well over time.

Understanding how to care for your restoration is just as important as receiving it.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-CB-MASTER-FEAR,"{{1}}, {{2}}, {{4}}, {{5}}",Reduce fear about durability and longevity.,• Never guarantee lifespan.• Encourage proper care.• Avoid exaggerated claims.,Video should explain restoration placement and maintenance.,,,"""What if my {{1}} comes off or breaks?""

Hi {{2}},

Many patients wonder about this before treatment.

During your visit, Dr. {{3}} will explain how your restoration is planned, fitted and cared for, along with the factors that help it perform well over time.

Understanding how to care for your restoration is just as important as receiving it.

Team {{4}}
Dr. {{5}}","[5,4,2,1,2]"
MKT-L5-CB-FEAR-03,mkt_l5_cb_fear_naturalfeel_v1,Library 5,Feeling Natural,Marketing,Crowns / Bridges,Fear,No Response After Message 2,Day 8,Image,Blank,"""Will my restored tooth feel like my own tooth again?""

Hi {{4}},

It's natural to wonder how your restored tooth will feel after treatment.

Many patients tell us they gradually stop noticing the restored tooth because it becomes a comfortable part of their everyday routine.

If you still have questions before deciding, we'd be happy to answer them.

The best restorations quietly become part of your everyday smile.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-CB-FEAR-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Reassure patients about comfort and adaptation.,• Never promise identical sensation to a natural tooth.• Keep tone realistic and reassuring.,Creative should show a confident patient smiling and eating naturally.,,,"""Will my restored tooth feel like my own tooth again?""

Hi {{1}},

It's natural to wonder how your restored tooth will feel after treatment.

Many patients tell us they gradually stop noticing the restored tooth because it becomes a comfortable part of their everyday routine.

If you still have questions before deciding, we'd be happy to answer them.

The best restorations quietly become part of your everyday smile.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-CB-URG-01,mkt_l5_cb_urg_now_v1,Library 5,Tooth Feels Fine,Marketing,Crowns / Bridges,No Urgency,Primary Objection = No Urgency,Day 2,Image,Blank,"""The tooth isn't bothering me anymore... can it wait?""

Hi {{4}},

Many damaged teeth become comfortable after the initial problem settles.

However, feeling comfortable doesn't always mean the tooth has regained its strength.

{{5}} has been recommended to help protect the tooth according to its current condition.

Protecting a tooth before it weakens further often keeps treatment much simpler.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-URG-01,"{{1}}, {{2}}, {{4}}, {{5}}",Explain why symptom relief doesn't always remove the need for treatment.,• Avoid fear tactics.• Educational tone only.• Mention treatment naturally.,Illustration of a tooth that appears fine externally but is structurally weakened.,,,"""The tooth isn't bothering me anymore... can it wait?""

Hi {{1}},

Many damaged teeth become comfortable after the initial problem settles.

However, feeling comfortable doesn't always mean the tooth has regained its strength.

{{2}} has been recommended to help protect the tooth according to its current condition.

Protecting a tooth before it weakens further often keeps treatment much simpler.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-URG-02,mkt_l5_cb_urg_delay_v1,Library 5,Why Timing Matters,Marketing,Crowns / Bridges,No Urgency,No Response After Message 1,Day 5,Video,Blank,"""Does waiting a few months really make a difference?""

Hi {{4}},

Many patients ask this question.

Depending on the condition of your tooth, delaying {{5}} may increase the amount of treatment needed later.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing often helps preserve your natural tooth for longer.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-CB-MASTER-URG,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Encourage timely treatment through education rather than pressure.,• Never exaggerate future consequences.• Invite discussion.,Video explaining why timely protection matters.,,,"""Does waiting a few months really make a difference?""

Hi {{1}},

Many patients ask this question.

Depending on the condition of your tooth, delaying {{2}} may increase the amount of treatment needed later.

If you're unsure about the recommended timing, we'd be happy to discuss it with you.

The right timing often helps preserve your natural tooth for longer.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-URG-03,mkt_l5_cb_urg_preserve_v1,Library 5,Protect Before It Weakens,Marketing,Crowns / Bridges,No Urgency,No Response After Message 2,Day 8,Image,Blank,"""A healthy tooth is always easier to protect than to rebuild.""

Hi {{4}},

Taking time before making a decision is completely understandable.

If you'd like to review your treatment plan or ask more questions before deciding, we're always happy to help.

Small decisions today often help preserve your smile for years to come.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-CB-URG-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Encourage timely action with a supportive tone.,"• Aspirational, not fear-based.• Encourage informed decisions.",Creative focused on long-term tooth preservation.,,,"""A healthy tooth is always easier to protect than to rebuild.""

Hi {{1}},

Taking time before making a decision is completely understandable.

If you'd like to review your treatment plan or ask more questions before deciding, we're always happy to help.

Small decisions today often help preserve your smile for years to come.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-CB-SO-01,mkt_l5_cb_so_compare_v1,Library 5,Is {{5}} the Right Choice?,Marketing,Crowns / Bridges,Second Opinion,Primary Objection = Second Opinion,Day 2,Image,Blank,"""Is {{5}} really the right way to protect my tooth?""

Hi {{4}},

That's a thoughtful question.

If another opinion helps you feel more confident, we completely respect that.

When comparing treatment options, try to understand how each one protects your tooth, restores function and supports long-term oral health not just how it looks today.

The best decision is always an informed decision.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-SO-01,"{{1}}, {{2}}, {{4}}, {{5}}",Encourage informed comparison of treatment options.,• Respect second opinions.• Stay neutral.• Never discourage comparison.,Creative comparing treatment planning rather than pricing.,,,"""Is {{1}} really the right way to protect my tooth?""

Hi {{2}},

That's a thoughtful question.

If another opinion helps you feel more confident, we completely respect that.

When comparing treatment options, try to understand how each one protects your tooth, restores function and supports long-term oral health not just how it looks today.

The best decision is always an informed decision.

Team {{3}}
Dr. {{4}}","[5,4,1,2]"
MKT-L5-CB-SO-02,mkt_l5_cb_so_options_v1,Library 5,Why Recommendations Differ,Marketing,Crowns / Bridges,Second Opinion,No Response After Message 1,Day 5,Video,Blank,"""Why have different dentists suggested different ways to restore my tooth?""

Hi {{4}},

Different dentists may recommend different restorative options depending on the amount of healthy tooth remaining, your bite and your long-term oral health.

Don't hesitate to ask why {{5}} has been recommended and how it compares with the alternatives for your specific situation.

Understanding the reasoning behind the recommendation is just as important as understanding the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-CB-MASTER-SO,"{{1}}, {{2}}, {{4}}, {{5}}",Explain why different treatment plans may exist.,• Never imply other dentists are wrong.• Educational tone.,Doctor explaining Crown vs Bridge vs other restorative options.,,,"""Why have different dentists suggested different ways to restore my tooth?""

Hi {{1}},

Different dentists may recommend different restorative options depending on the amount of healthy tooth remaining, your bite and your long-term oral health.

Don't hesitate to ask why {{2}} has been recommended and how it compares with the alternatives for your specific situation.

Understanding the reasoning behind the recommendation is just as important as understanding the treatment itself.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
MKT-L5-CB-SO-03,mkt_l5_cb_so_confidence_v1,Library 5,Decide With Confidence,Marketing,Crowns / Bridges,Second Opinion,No Response After Message 2,Day 8,Image,Blank,"""Choose the treatment that protects your tooth, not simply the one that feels easiest today.""

Hi {{4}},

Whether you choose {{1}} or another clinic, our hope is that you make a decision based on what's best for the long-term health of your tooth.

Thank you for giving us the opportunity to be part of your care.

The strongest smiles are built by protecting the teeth you already have.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-CB-SO-02,"{{1}}, {{2}}, {{4}}, {{5}}",End the journey with confidence and respect for patient choice.,"• Never pressure the patient.• Respect their final decision.• Maintain a premium, ethical tone.",Creative emphasizing preservation of natural teeth and confident decision-making.,,,"""Choose the treatment that protects your tooth, not simply the one that feels easiest today.""

Hi {{1}},

Whether you choose {{2}} or another clinic, our hope is that you make a decision based on what's best for the long-term health of your tooth.

Thank you for giving us the opportunity to be part of your care.

The strongest smiles are built by protecting the teeth you already have.

Team {{3}}
Dr. {{4}}","[4,1,1,2]"
MKT-L5-VEN-COST-01,mkt_l5_ven_cost_value_v1,Library 5,Confidence is an Investment,Marketing,Veneers,Cost,Primary Objection = Cost,Day 2,Image,Blank,"""Will Veneers really make that much of a difference to my smile?""

Hi {{4}},

That's a question many patients ask before choosing Veneers.

For most people, Veneers aren't about changing who they are. They are about feeling more confident every time they smile, speak or pose for a photograph.

Sometimes a small change in your smile creates a big change in your confidence.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-COST-01,"{{1}}, {{2}}, {{4}}",Shift the patient's thinking from cost to the long-term value of confidence.,• Never justify pricing.• Never mention discounts.• Focus on confidence and self-image.• Premium conversational tone.,Creative should show genuine confidence before glamour.,,,"""Will Veneers really make that much of a difference to my smile?""

Hi {{1}},

That's a question many patients ask before choosing Veneers.

For most people, Veneers aren't about changing who they are. They are about feeling more confident every time they smile, speak or pose for a photograph.

Sometimes a small change in your smile creates a big change in your confidence.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-COST-02,mkt_l5_ven_cost_payment_v1,Library 5,Planning Your Smile Journey,Marketing,Veneers,Cost,No Response After Message 1,Day 5,Video,Blank,"""I've wanted a better smile for years... I just wasn't prepared for this investment.""

Hi {{4}},

Many patients spend months or even years, thinking about improving their smile before taking the first step.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{1}}, so you can plan your smile transformation comfortably.

Call us on {{3}} whenever you'd like to know more.

A confident smile is something you'll carry with you every single day.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-VEN-MASTER-COST,"{{1}}, {{2}}, {{3}}, {{4}}",Normalize financial hesitation and introduce payment flexibility.,• Mention payment options only if offered.• Never use promotional language.• Premium tone.,Doctor explaining smile transformation journey.,,,"""I've wanted a better smile for years... I just wasn't prepared for this investment.""

Hi {{1}},

Many patients spend months or even years, thinking about improving their smile before taking the first step.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{2}}, so you can plan your smile transformation comfortably.

Call us on {{3}} whenever you'd like to know more.

A confident smile is something you'll carry with you every single day.

Team {{4}}
Dr. {{5}}","[4,1,3,1,2]"
MKT-L5-VEN-COST-03,mkt_l5_ven_cost_regret_v1,Library 5,Investing in Yourself,Marketing,Veneers,Cost,No Response After Message 2,Day 8,Image,Blank,"""People rarely regret improving their smile, but many regret waiting too long.""

Hi {{4}},

Taking time before making a cosmetic decision is completely understandable.

If you'd like to understand your treatment options again before deciding, we'd be happy to guide you.

The best time to feel confident about your smile is when you're ready, and not when you wish you'd started earlier.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-VEN-COST-02,"{{1}}, {{2}}, {{3}}, {{4}}",Encourage action without pressure.,• No FOMO.• Inspirational tone.• Avoid urgency tactics.,Lifestyle-focused creative showing increased confidence.,,,"""People rarely regret improving their smile, but many regret waiting too long.""

Hi {{1}},

Taking time before making a cosmetic decision is completely understandable.

If you'd like to understand your treatment options again before deciding, we'd be happy to guide you.

The best time to feel confident about your smile is when you're ready, and not when you wish you'd started earlier.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-TRUST-01,mkt_l5_ven_trust_smile_v1,Library 5,"Your Smile, Your Decision",Marketing,Veneers,Trust,Primary Objection = Trust,Day 2,Image,Blank,"""How do I know I'll actually like my new smile?""

Hi {{4}},

Choosing Veneers is a personal decision because your smile is unique to you.

Before recommending treatment, Dr. {{2}} takes time to understand what you'd like to improve and discusses the smile that best suits your face, not someone else's.

The best smile isn't the most dramatic one. It's the one that still feels like you.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-TRUST-01,"{{1}}, {{2}}, {{4}}",Build trust by emphasizing personalized smile design rather than a one-size-fits-all cosmetic approach.,"• Mention patient name.• Never promise a ""perfect"" smile.• Avoid exaggerated cosmetic claims.• Keep tone premium and personal.","Creative should show the dentist discussing smile goals with the patient, not just before/after images.",,,"""How do I know I'll actually like my new smile?""

Hi {{1}},

Choosing Veneers is a personal decision because your smile is unique to you.

Before recommending treatment, Dr. {{2}} takes time to understand what you'd like to improve and discusses the smile that best suits your face, not someone else's.

The best smile isn't the most dramatic one. It's the one that still feels like you.

Team {{3}}
Dr. {{4}}","[4,2,1,2]"
MKT-L5-VEN-TRUST-02,mkt_l5_ven_trust_expectation_v1,Library 5,Planning Together,Marketing,Veneers,Trust,No Response After Message 1,Day 5,Video,Blank,"""What if the smile I imagine isn't the smile I get?""

Hi {{4}},

That's one of the biggest concerns patients have before starting Veneer treatment.

Before any treatment begins, Dr. {{2}} discusses your expectations, explains what's realistically achievable and plans your smile with you, not for you.

The best smile transformations happen when the dentist and patient share the same vision.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-VEN-MASTER-TRUST,"{{1}}, {{2}}, {{4}}",Build confidence through collaborative treatment planning.,• Never promise exact cosmetic outcomes.• Focus on consultation and planning.• Keep expectations realistic.,Video should show digital smile planning and patient discussion.,,,"""What if the smile I imagine isn't the smile I get?""

Hi {{1}},

That's one of the biggest concerns patients have before starting Veneer treatment.

Before any treatment begins, Dr. {{2}} discusses your expectations, explains what's realistically achievable and plans your smile with you, not for you.

The best smile transformations happen when the dentist and patient share the same vision.

Team {{3}}
Dr. {{4}}","[4,2,1,2]"
MKT-L5-VEN-TRUST-03,mkt_l5_ven_trust_design_v1,Library 5,Choosing the Right Smile,Marketing,Veneers,Trust,No Response After Message 2,Day 8,Image,Blank,"""Your smile should reflect your personality, not someone else's.""

Hi {{4}},

If you're comparing clinics before making a decision, that's completely understandable.

When choosing a dentist for Veneers, look beyond before-and-after photos. Ask how your smile will be planned, how your expectations will be understood and how natural the final result is intended to look.

A beautiful smile should never look copied. It should look like you.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-TRUST-02,"{{1}}, {{2}}, {{4}}",Position the clinic as thoughtful and personalized rather than trend-driven.,• Encourage informed comparison.• Never criticize competitors.• Reinforce natural-looking results.,"Creative comparing a ""template smile"" vs a personalized smile design.",,,"""Your smile should reflect your personality, not someone else's.""

Hi {{1}},

If you're comparing clinics before making a decision, that's completely understandable.

When choosing a dentist for Veneers, look beyond before-and-after photos. Ask how your smile will be planned, how your expectations will be understood and how natural the final result is intended to look.

A beautiful smile should never look copied. It should look like you.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-FEAR-01,mkt_l5_ven_fear_result_v1,Library 5,Fear of the Final Result,Marketing,Veneers,Fear,Primary Objection = Fear,Day 2,Image,Blank,"""What if my smile looks different... but not better?""

Hi {{4}},

It's completely natural to wonder how your smile will look after Veneer treatment.

The goal isn't to create a completely new smile. It's to enhance your natural smile while keeping it balanced and suited to your face.

The best smile transformations are the ones that still feel like you.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-FEAR-01,"{{1}}, {{2}}, {{4}}",Reduce fear of an unnatural-looking result.,"• Never use words like ""perfect smile"".• Emphasize natural enhancement.• Avoid exaggerated cosmetic promises.","Creative should show subtle, natural smile enhancement.",,,"""What if my smile looks different... but not better?""

Hi {{1}},

It's completely natural to wonder how your smile will look after Veneer treatment.

The goal isn't to create a completely new smile. It's to enhance your natural smile while keeping it balanced and suited to your face.

The best smile transformations are the ones that still feel like you.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-FEAR-02,mkt_l5_ven_fear_identity_v1,Library 5,Staying True to Yourself,Marketing,Veneers,Fear,No Response After Message 1,Day 5,Video,Blank,"""Will I still feel like myself after getting Veneers?""

Hi {{4}},

Many patients worry that cosmetic treatment might change their appearance too much.

Before treatment begins, Dr. {{2}} explains the proposed smile design, discusses every step with you and ensures you're comfortable before moving ahead.

Confidence comes from knowing exactly what to expect.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-VEN-MASTER-FEAR,"{{1}}, {{2}}, {{4}}",Reduce fear through transparency and planning.,• Never promise exact cosmetic outcomes.• Focus on patient involvement.• Encourage questions.,Video should explain smile design approval before treatment.,,,"""Will I still feel like myself after getting Veneers?""

Hi {{1}},

Many patients worry that cosmetic treatment might change their appearance too much.

Before treatment begins, Dr. {{2}} explains the proposed smile design, discusses every step with you and ensures you're comfortable before moving ahead.

Confidence comes from knowing exactly what to expect.

Team {{3}}
Dr. {{4}}","[4,2,1,2]"
MKT-L5-VEN-FEAR-03,mkt_l5_ven_fear_natural_v1,Library 5,Natural-Looking Smile,Marketing,Veneers,Fear,No Response After Message 2,Day 8,Header Type,Blank,"""The best Veneers are usually the ones nobody notices.""

Hi {{4}},

Feeling unsure before changing your smile is completely normal.

Many patients later tell us that friends noticed they looked happier or more confident, without realising they'd had Veneers.

If you still have questions before deciding, we'd be happy to answer them.

The most natural smiles are often the ones people simply admire.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-VEN-FEAR-02,"{{1}}, {{2}}, {{3}}, {{4}}",Reassure patients that natural results are the goal.,• Never claim results are undetectable.• Use realistic language.• Invite discussion if needed.,Creative should show subtle confidence rather than dramatic cosmetic changes.,,,"""The best Veneers are usually the ones nobody notices.""

Hi {{1}},

Feeling unsure before changing your smile is completely normal.

Many patients later tell us that friends noticed they looked happier or more confident, without realising they'd had Veneers.

If you still have questions before deciding, we'd be happy to answer them.

The most natural smiles are often the ones people simply admire.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-URG-01,mkt_l5_ven_urg_why_now_v1,Library 5,Why Change Now?,Marketing,Veneers,No Urgency,Primary Objection = No Urgency,Day 2,Image,Blank,"""I've lived with my smile for years... why change it now?""

Hi {{4}},

That's something many patients ask themselves.

Often, it isn't about changing your smile. It's about finally feeling as confident on the outside as you already are on the inside.

You don't have to change who you are, just how confidently you share your smile.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-URG-01,"{{1}}, {{2}}, {{4}}",Shift mindset from postponement to self-confidence.,"• Never create cosmetic insecurity.• Positive, confidence-focused language only.• Avoid pressure.",Creative showing confidence in everyday situations.,,,"""I've lived with my smile for years... why change it now?""

Hi {{1}},

That's something many patients ask themselves.

Often, it isn't about changing your smile. It's about finally feeling as confident on the outside as you already are on the inside.

You don't have to change who you are, just how confidently you share your smile.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-URG-02,mkt_l5_ven_urg_later_v1,Library 5,Maybe Later?,Marketing,Veneers,No Urgency,No Response After Message 1,Day 5,Video,Blank,"""Maybe I'll think about Veneers next year.""

Hi {{4}},

Many people delay cosmetic treatment because life gets busy, and that's understandable.

If you're still exploring your options, we're always happy to answer your questions whenever you're ready.

The right time is when you feel ready to invest in your own confidence.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-VEN-MASTER-URG,"{{1}}, {{2}}, {{4}}",Keep the clinic top-of-mind without creating urgency.,• Never pressure patients.• Reinforce patient choice.• Warm and supportive tone.,"Doctor discussing smile planning, not selling treatment.",,,"""Maybe I'll think about Veneers next year.""

Hi {{1}},

Many people delay cosmetic treatment because life gets busy, and that's understandable.

If you're still exploring your options, we're always happy to answer your questions whenever you're ready.

The right time is when you feel ready to invest in your own confidence.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-URG-03,mkt_l5_ven_urg_confidence_v1,Library 5,Confidence Starts With One Decision,Marketing,Veneers,No Urgency,No Response After Message 2,Day 8,Image,Blank,"""Confidence isn't something most people plan for. It begins the day they decide.""

Hi {{4}},

Taking time before making a cosmetic decision is completely natural.

Whenever you feel ready to discuss your smile again, we'll be here to help you explore the options available for you.

The journey to a more confident smile begins with a single conversation.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-VEN-URG-02,"{{1}}, {{2}}, {{3}}, {{4}}",End the journey by inviting conversation rather than creating urgency.,• Never create guilt or pressure.• Keep tone aspirational.• CTA only to encourage discussion.,"Creative should show natural smiles in everyday life, not glamour shots.",,,"""Confidence isn't something most people plan for. It begins the day they decide.""

Hi {{1}},

Taking time before making a cosmetic decision is completely natural.

Whenever you feel ready to discuss your smile again, we'll be here to help you explore the options available for you.

The journey to a more confident smile begins with a single conversation.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-SO-01,mkt_l5_ven_so_clinic_v1,Library 5,Choosing the Right Clinic,Marketing,Veneers,Second Opinion,Primary Objection = Second Opinion,Day 2,Image,Blank,"""How do I know which clinic is right for my smile?""

Hi {{4}},

That's one of the most important questions to ask before choosing Veneers.

If you'd like another opinion before deciding, we completely respect that.

As you compare clinics, try to understand how each dentist approaches smile design, listens to your expectations and plans a result that's right for you.

The right dentist doesn't just improve your smile, they understand the smile you want.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-SO-01,"{{1}}, {{2}}, {{4}}",Encourage meaningful comparison beyond price or photos.,• Respect second opinions.• Stay patient-centric.• Avoid competitor comparisons.,Creative focused on consultation and smile planning.,,,"""How do I know which clinic is right for my smile?""

Hi {{1}},

That's one of the most important questions to ask before choosing Veneers.

If you'd like another opinion before deciding, we completely respect that.

As you compare clinics, try to understand how each dentist approaches smile design, listens to your expectations and plans a result that's right for you.

The right dentist doesn't just improve your smile, they understand the smile you want.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-SO-02,mkt_l5_ven_so_design_v1,Library 5,Why Smile Designs Differ,Marketing,Veneers,Second Opinion,No Response After Message 1,Day 5,Video,Blank,"""Why do the same Veneers look so different from one clinic to another?""

Hi {{4}},

Even when the treatment is the same, every dentist has a different approach to smile design.

That's why it's important to understand how your facial features, smile and expectations are considered before treatment begins.

The planning behind a smile is just as important as the treatment itself.

Team {{1}}
Dr. {{2}}",None,Blank,Video,VID-VEN-MASTER-SO,"{{1}}, {{2}}, {{4}}",Explain why cosmetic results vary between providers.,• Focus on planning rather than promoting the clinic.• Educational tone.,Video on smile design philosophy.,,,"""Why do the same Veneers look so different from one clinic to another?""

Hi {{1}},

Even when the treatment is the same, every dentist has a different approach to smile design.

That's why it's important to understand how your facial features, smile and expectations are considered before treatment begins.

The planning behind a smile is just as important as the treatment itself.

Team {{2}}
Dr. {{3}}","[4,1,2]"
MKT-L5-VEN-SO-03,mkt_l5_ven_so_authentic_v1,Library 5,Choose Your Smile,Marketing,Veneers,Second Opinion,No Response After Message 2,Day 8,Image,Blank,"""Choose the smile you'll love seeing every morning, not the one that's trending today.""

Hi {{4}},

Whether you choose {{1}} or another clinic, our hope is that your decision is based on a smile that feels natural, suits your personality and gives you confidence for years to come.

Thank you for giving us the opportunity to be part of your smile journey.

The best smile is the one that feels authentically yours.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-VEN-SO-02,"{{1}}, {{2}}, {{4}}",End the journey by reinforcing authenticity over trends.,• Never pressure the patient.• Respect all choices.• Maintain premium cosmetic positioning.,"Creative showing natural, timeless smiles rather than exaggerated makeovers.",,,"""Choose the smile you'll love seeing every morning, not the one that's trending today.""

Hi {{1}},

Whether you choose {{2}} or another clinic, our hope is that your decision is based on a smile that feels natural, suits your personality and gives you confidence for years to come.

Thank you for giving us the opportunity to be part of your smile journey.

The best smile is the one that feels authentically yours.

Team {{3}}
Dr. {{4}}","[4,1,1,2]"
MKT-L5-GEN-COST-01,mkt_l5_gen_cost_value_v1,Library 5,Treat Small Problems Early,Marketing,General Dentistry,Cost,Primary Objection = Cost,Day 2,Image,Blank,"""It's a small dental problem... is treatment really worth it?""

Hi {{4}},

That's a completely understandable question.

Many dental problems seem minor in the beginning, which makes it easy to postpone treatment.

Dr. {{2}} recommended {{5}} because treating a concern at the right time can often help maintain your oral health more comfortably.

Looking after a small concern today can help avoid a bigger one tomorrow.

Team {{1}}
Dr. {{2}}",None,Blank,Image,IMG-GEN-COST-01,"{{1}}, {{2}}, {{4}}, {{5}}",Shift focus from immediate cost to long-term oral health value.,• Mention patient name.• Mention {{5}} naturally.• Never discuss pricing.• Never exaggerate disease progression.• Premium conversational tone.,Creative should show a small untreated dental issue progressing over time in a simple educational illustration.,,,"""It's a small dental problem... is treatment really worth it?""

Hi {{1}},

That's a completely understandable question.

Many dental problems seem minor in the beginning, which makes it easy to postpone treatment.

Dr. {{2}} recommended {{3}} because treating a concern at the right time can often help maintain your oral health more comfortably.

Looking after a small concern today can help avoid a bigger one tomorrow.

Team {{4}}
Dr. {{5}}","[4,2,5,1,2]"
MKT-L5-GEN-COST-02,mkt_l5_gen_cost_payment_v1,Library 5,Planning Your Treatment,Marketing,General Dentistry,Cost,No Response After Message 1,Day 5,Video,Blank,"""I wasn't planning for any dental expense right now.""

Hi {{4}},

Many patients feel the same way.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{1}}, so you can choose what feels comfortable for you.

Call us on {{3}} whenever you'd like to know more.

Our goal is to help you take care of your oral health, not to rush your decision.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Video,VID-GEN-MASTER-COST,"{{1}}, {{2}}, {{3}}, {{4}}",Normalize financial hesitation while maintaining premium positioning.,• Mention payment options only if available.• Never mention discounts or offers.• Maintain supportive tone.,Video should explain why timely care often keeps treatment simpler.,,,"""I wasn't planning for any dental expense right now.""

Hi {{1}},

Many patients feel the same way.

If finances are making the decision difficult, we'd be happy to discuss the payment options available at {{2}}, so you can choose what feels comfortable for you.

Call us on {{3}} whenever you'd like to know more.

Our goal is to help you take care of your oral health, not to rush your decision.

Team {{4}}
Dr. {{5}}","[4,1,3,1,2]"
MKT-L5-GEN-COST-03,mkt_l5_gen_cost_prevention_v1,Library 5,Prevention Matters,Marketing,General Dentistry,Cost,No Response After Message 2,Day 8,Image,Blank,"""Taking care of a small problem early is often simpler than treating a bigger one later.""

Hi {{4}},

Taking time before making a decision is completely understandable.

If you'd like to better understand why {{5}} has been recommended, we'd be happy to explain your treatment plan again.

The right treatment at the right time often keeps dental care simpler.

Team {{1}}
Dr. {{2}}",Phone,{{3}},Image,IMG-GEN-COST-02,"{{1}}, {{2}}, {{3}}, {{4}}, {{5}}",Reinforce value through prevention rather than urgency.,• Educational tone.• No fear tactics.• Invite discussion if unsure.,Creative comparing early care vs delayed treatment in a simple visual timeline.,,,"""Taking care of a small problem early is often simpler than treating a bigger one later.""

Hi {{1}},

Taking time before making a decision is completely understandable.

If you'd like to better understand why {{2}} has been recommended, we'd be happy to explain your treatment plan again.

The right treatment at the right time often keeps dental care simpler.

Team {{3}}
Dr. {{4}}","[4,5,1,2]"
